-59	-82	-57	-68	-65	-91	-54	-76	-100	-53	-67	-42	-72	-86	-77	-100	-47	-78	-81	-86	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	0.5	6.5
-62	-81	-54	-65	-67	-95	-52	-79	-100	-53	-74	-44	-73	-86	-77	-100	-45	-80	-81	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	1	7
-62	-82	-52	-63	-66	-93	-51	-79	-100	-57	-72	-49	-70	-87	-77	-100	-57	-79	-78	-92	-85	-93	-100	-100	-92	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	0	7
-62	-85	-54	-65	-65	-91	-55	-77	-100	-57	-71	-47	-65	-85	-79	-100	-54	-79	-79	-97	-81	-98	-100	-100	-97	-100	-100	-87	-100	-100	-100	-100	-100	-100	-100	-100	0.5	7.5
-65	-86	-54	-65	-69	-88	-64	-74	-100	-60	-80	-48	-70	-87	-76	-91	-58	-81	-80	-100	-94	-93	-100	-100	-100	-100	-100	-85	-100	-100	-100	-100	-100	-100	-100	-100	1	8
-63	-85	-50	-70	-64	-86	-57	-80	-100	-73	-100	-44	-67	-92	-75	-85	-59	-94	-81	-90	-87	-90	-100	-100	-98	-100	-100	-89	-100	-100	-96	-100	-100	-100	-100	-100	0	8
-63	-85	-49	-65	-64	-90	-57	-93	-100	-75	-100	-49	-65	-94	-76	-81	-52	-81	-94	-90	-82	-91	-100	-100	-100	-100	-100	-96	-100	-100	-88	-100	-100	-100	-100	-100	0.5	8.5
-62	-87	-47	-66	-67	-92	-64	-85	-100	-58	-81	-48	-64	-83	-76	-100	-50	-83	-79	-92	-83	-92	-100	-100	-100	-100	-100	-88	-100	-100	-100	-87	-100	-100	-100	-100	1	9
-66	-90	-47	-66	-70	-91	-61	-83	-100	-58	-71	-46	-61	-84	-82	-85	-54	-77	-81	-87	-100	-90	-100	-100	-98	-100	-87	-100	-100	-100	-100	-96	-100	-100	-100	-100	0	9
-66	-87	-46	-64	-70	-97	-64	-73	-100	-63	-75	-46	-81	-100	-79	-95	-58	-84	-82	-87	-100	-100	-100	-100	-93	-100	-84	-100	-100	-100	-100	-100	-100	-100	-100	-100	0.5	9.5
-68	-85	-47	-64	-68	-95	-63	-74	-100	-65	-78	-40	-71	-86	-86	-79	-52	-85	-80	-93	-100	-100	-100	-100	-92	-100	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	1	10
-71	-88	-48	-64	-66	-92	-63	-84	-100	-65	-80	-37	-74	-95	-85	-93	-54	-83	-83	-85	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	10
-69	-90	-48	-67	-66	-97	-56	-95	-100	-67	-81	-43	-79	-100	-82	-91	-56	-85	-82	-87	-74	-95	-100	-100	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-100	-100	0.5	10.5
-68	-91	-48	-64	-72	-100	-53	-81	-100	-69	-74	-46	-70	-100	-82	-91	-55	-91	-80	-90	-78	-98	-100	-100	-95	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	1	11
-71	-100	-50	-65	-68	-100	-58	-81	-100	-69	-72	-38	-71	-100	-85	-100	-59	-86	-79	-86	-74	-100	-100	-100	-95	-100	-100	-85	-100	-100	-94	-100	-100	-100	-100	-100	0	11
-71	-97	-49	-65	-73	-93	-57	-84	-100	-68	-75	-35	-76	-91	-88	-100	-60	-82	-85	-88	-76	-100	-100	-100	-92	-100	-100	-84	-100	-100	-83	-100	-100	-100	-100	-100	0.5	11.5
-70	-90	-54	-62	-74	-98	-53	-82	-100	-65	-79	-36	-74	-91	-95	-100	-58	-81	-100	-92	-80	-100	-100	-100	-95	-100	-96	-95	-100	-100	-100	-100	-100	-100	-100	-100	1	12
-71	-88	-48	-67	-72	-100	-55	-84	-100	-64	-81	-41	-77	-100	-87	-94	-62	-84	-82	-89	-81	-100	-100	-100	-93	-89	-89	-100	-100	-100	-100	-100	-93	-100	-100	-100	0	12
-72	-92	-65	-89	-91	-100	-56	-84	-100	-70	-76	-44	-75	-96	-83	-83	-61	-82	-75	-82	-77	-100	-100	-87	-90	-83	-100	-90	-100	-100	-100	-100	-98	-100	-100	-100	0.5	12.5
-73	-92	-56	-88	-89	-100	-58	-84	-100	-75	-79	-43	-65	-89	-86	-84	-63	-83	-74	-83	-78	-100	-100	-87	-89	-89	-100	-90	-100	-100	-100	-100	-100	-91	-100	-100	1	13
-73	-92	-57	-65	-70	-100	-56	-83	-100	-67	-76	-43	-72	-100	-87	-95	-60	-83	-74	-96	-89	-100	-100	-100	-92	-100	-100	-100	-100	-100	-100	-100	-100	-82	-100	-100	0	13
-72	-91	-56	-65	-72	-95	-56	-84	-100	-71	-78	-48	-69	-100	-87	-100	-61	-84	-80	-85	-96	-93	-100	-100	-100	-100	-100	-89	-100	-100	-100	-100	-100	-87	-95	-100	0.5	13.5
-72	-91	-59	-66	-72	-93	-58	-79	-100	-61	-78	-45	-73	-100	-88	-100	-63	-84	-79	-90	-80	-98	-100	-100	-100	-100	-100	-89	-100	-100	-100	-100	-100	-100	-86	-100	1	14
-73	-98	-60	-66	-73	-100	-53	-81	-100	-76	-80	-52	-70	-100	-87	-100	-61	-100	-74	-83	-93	-100	-100	-95	-100	-100	-100	-100	-100	-96	-100	-100	-100	-100	-84	-98	0	14
-71	-92	-67	-65	-72	-100	-52	-82	-100	-67	-75	-53	-74	-100	-86	-100	-62	-95	-80	-89	-89	-100	-100	-85	-89	-100	-100	-100	-100	-87	-100	-100	-100	-100	-83	-93	0.5	14.5
-70	-90	-57	-68	-73	-100	-59	-80	-100	-68	-77	-49	-76	-100	-88	-100	-59	-82	-80	-100	-89	-100	-100	-100	-91	-100	-100	-90	-82	-100	-100	-100	-100	-100	-94	-100	1	15
-72	-100	-65	-68	-74	-100	-47	-95	-100	-72	-81	-47	-79	-100	-91	-95	-61	-81	-71	-93	-100	-100	-100	-84	-92	-100	-95	-90	-83	-100	-94	-100	-100	-100	-100	-93	0	15
